product_id,product_title, product_description,product_price,product_discount, product_discounted_amount
748,Kinny,McReynolds,11671,748,748
749,Eleonora,Risely,426,749,749
750,Kristi,MacTague,2,750,750
751,Veriee,Pember,9,751,751
752,Heall,Bricket,9504,752,752
753,Reggis,Salsberg,48095,753,753
754,Ricky,Reinhardt,89,754,754
755,Gael,Younger,8,755,755
756,Lynnet,Ouver,87,756,756
757,Alexi,Lannon,431,757,757
758,Cord,Puddan,8,758,758
759,Olly,Saywood,96,759,759
760,Terrell,Ciardo,2,760,760
761,Star,Brody,5,761,761
762,Phyllys,Winstanley,04689,762,762
763,Rayna,Kobisch,387,763,763
764,Warren,Ivasyushkin,9,764,764
765,Nancie,Easthope,731,765,765
766,Carlos,Goodlett,3143,766,766
767,Filmer,Trayte,1,767,767
768,Jayson,Lawn,91,768,768
769,Brynn,Hackin,771,769,769
770,Vladamir,Mankor,11,770,770
771,Vinny,Langhorn,8348,771,771
772,Cyril,Simeoli,637,772,772
773,Andeee,Sanderson,23,773,773
774,Buckie,Maureen,82141,774,774
775,Talya,Bercher,514,775,775
776,Meredeth,Shadfourth,87525,776,776
777,Mortie,MacKintosh,18,777,777
778,Sharl,Kira,80916,778,778
779,Haven,Doucette,5,779,779
780,Marguerite,Arnolds,49,780,780
781,Nancie,Latchmore,164,781,781
782,Sergei,Renneke,0465,782,782
783,Wilona,Kembery,34,783,783
784,Thorn,Merfin,842,784,784
785,Selina,Gotliffe,0,785,785
786,Kalina,Neissen,24765,786,786
787,Gillan,Romanin,03,787,787
788,Giuditta,Scarff,1,788,788
789,Roxi,Skippen,015,789,789
790,Jobey,Kneafsey,524,790,790
791,Clemmie,Yaus,6,791,791
792,Ginni,Gosselin,0,792,792
793,Diann,Burndred,336,793,793
794,Evan,Beck,303,794,794
795,Hardy,Crutcher,18169,795,795
796,Shir,Quittonden,933,796,796
797,James,Darnborough,74,797,797
798,Klaus,Burn,4731,798,798
799,Yettie,Lukas,9,799,799
800,Valentina,Yelding,500,800,800
801,Gale,Caplen,792,801,801
802,Lynnette,Denniston,13671,802,802
803,Yurik,Prangle,4,803,803
804,Case,Crufts,36424,804,804
805,Jervis,Hatchett,5,805,805
806,Alistair,Skelding,99,806,806
807,Rosella,Baldree,39256,807,807
808,Chucho,Wortt,0,808,808
809,Rachele,Dow,47694,809,809
810,Hilton,Scawn,9,810,810
811,Theodore,Chaney,107,811,811
812,Ricard,Rodge,1834,812,812
813,Cecilio,Coopper,9031,813,813
814,Yoko,Sandeford,5898,814,814
815,Peter,Van Hesteren,8194,815,815
816,Gretchen,Sanson,75415,816,816
817,Willem,Pawlowicz,07,817,817
818,Carina,Studde,7,818,818
819,Cindie,Wapples,9,819,819
820,Bernie,Klauer,1,820,820
821,Arlin,Yakebowitch,232,821,821
822,Carita,Lesek,6,822,822
823,Phillie,Mallaby,2787,823,823
824,Lilia,Van Baaren,94,824,824
825,Muire,Blowes,918,825,825
826,Albert,Somner,72,826,826
827,Rick,Ledley,299,827,827
828,Torre,Danilin,765,828,828
829,Alidia,McKean,06,829,829
830,Lauritz,Syversen,5892,830,830
831,Pavla,McAlester,70,831,831
832,Rayner,Presman,72,832,832
833,Edouard,Harrad,421,833,833
834,Phaedra,Kippling,81705,834,834
835,Jillayne,Rouf,9,835,835
836,Gratiana,Wickman,0983,836,836
837,Brooke,Venny,2748,837,837
838,Nevile,Bowkett,3,838,838
839,Suellen,Mc Faul,3,839,839
840,Ophelia,Lambal,071,840,840
841,Umberto,Saer,73,841,841
842,Dosi,Bearham,85729,842,842
843,Enrichetta,Snellman,04,843,843
844,Devinne,Seater,038,844,844
845,Jacob,Zanassi,766,845,845
846,Valene,Leveret,9694,846,846
847,Barrett,Rubinovitch,5,847,847
848,Lusa,Clemendot,2490,848,848
849,Shani,Kunat,07592,849,849
850,Ancell,Armytage,92,850,850
851,Jaquenetta,Paireman,754,851,851
852,Katine,Alwood,2905,852,852
853,Reeta,Piris,94562,853,853
854,Leoine,Fyndon,4023,854,854
855,Gabrila,Besse,337,855,855
856,Dulcinea,Bramo,8495,856,856
857,Stirling,Sterley,8200,857,857
858,Arlin,Wesgate,50688,858,858
859,Zarah,Costerd,7756,859,859
860,Louise,Pascho,4707,860,860
861,Chrisy,Wiz,343,861,861
862,Shurwood,Rubbens,00,862,862
863,Boyce,Friskey,91,863,863
864,Archibaldo,Kubica,1,864,864
865,Jonah,Potter,450,865,865
866,Farra,Drable,6,866,866
867,Valencia,Brumham,3211,867,867
868,Biron,Jeenes,1321,868,868
869,Liesa,De La Hay,41,869,869
870,Damian,Puddan,31,870,870
871,Conny,Shermar,00125,871,871
872,Papageno,Friman,20638,872,872
873,Phyllis,Scuse,23,873,873
874,Vita,Londer,85012,874,874
875,Livy,Collingdon,0,875,875
876,Griswold,Millington,9,876,876
877,Selena,Pirouet,95,877,877
878,Laina,Stuchberry,2106,878,878
879,Ailina,Rosle,526,879,879
880,Gertrud,Jenson,76,880,880
881,Pattin,Affron,6,881,881
882,Nance,Avrahamy,4,882,882
883,Cilka,McCrohon,72071,883,883
884,Emelda,Yeudall,65852,884,884
885,Willie,Halston,54,885,885
886,Erma,Brideau,93308,886,886
887,Jeremias,Casali,956,887,887
888,Gwendolin,Furness,2108,888,888
889,Keenan,Pheby,94,889,889
890,Persis,Egiloff,73,890,890
891,Alvan,Marsham,15,891,891
892,Jasmin,Sweetsur,6472,892,892
893,Sheena,Moncreiffe,02770,893,893
894,Fayina,Burchett,55389,894,894
895,Merrick,Sinnott,2,895,895
896,Graeme,Robertsen,5,896,896
897,Luisa,Batha,2390,897,897
898,Terri-jo,De Domenico,4721,898,898
899,Kamillah,Steutly,36,899,899
900,Anallise,Ismail,9273,900,900
901,Avie,Rosborough,57,901,901
902,Giovanna,Munks,358,902,902
903,Daphna,Newlands,31222,903,903
904,Thorstein,Khotler,0,904,904
905,Pepillo,Eickhoff,7171,905,905
906,Dory,Althrop,961,906,906
907,Zachery,Stroban,183,907,907
908,Moselle,Wimmers,4,908,908
909,Evangelia,Eriksson,309,909,909
910,Davida,Hillen,59621,910,910
911,Stanislaw,Daily,70,911,911
912,Joe,McCromley,43,912,912
913,Israel,Janouch,302,913,913
914,Carley,Ravenscroftt,52479,914,914
915,Tracie,Gilffilland,42,915,915
916,Amos,Coldbathe,19159,916,916
917,Michail,Keach,32,917,917
918,Cori,Dawidowitsch,3556,918,918
919,Marcelline,Crush,57,919,919
920,Kellen,Pallasch,9,920,920
921,Lyndsay,Willarton,81,921,921
922,Cristina,Bradburn,5,922,922
923,Stanfield,Simcoe,982,923,923
924,Grange,Skala,0,924,924
925,Kassi,Calcott,59288,925,925
926,Caye,Kulic,2,926,926
927,Noellyn,Upham,0230,927,927
928,Royce,Cossar,7765,928,928
929,Doralin,Impy,9,929,929
930,Pansie,Tatters,09470,930,930
931,Cary,Turvey,5,931,931
932,Mario,Anselmi,17140,932,932
933,Elvyn,Pittem,2,933,933
934,Ferdinande,Galgey,03,934,934
935,Carmen,Manus,128,935,935
936,Lena,Doak,22,936,936
937,Gertie,Giorgi,7794,937,937
938,Gherardo,Shelford,92607,938,938
939,Linzy,Childs,15,939,939
940,Annissa,Abbitt,58600,940,940
941,Kara,Grishin,64,941,941
942,Libbi,Crystal,07630,942,942
943,Virginie,Kmiec,13202,943,943
944,Margalit,Greber,0,944,944
945,Drusilla,Elderkin,174,945,945
946,Linda,Ferencz,19879,946,946
947,Shannon,Mucklestone,9,947,947
948,Kirstyn,Boundley,035,948,948
949,Inge,Coucher,970,949,949
950,Darcy,Lewerenz,58,950,950
951,Anabelle,Plom,637,951,951
952,Will,de Courcy,5891,952,952
953,Claudius,Prudham,7538,953,953
954,Cecilius,Beckinsall,1404,954,954
955,Allina,Sickamore,66,955,955
956,Lorenzo,Bankes,4634,956,956
957,Elnar,Diggell,5070,957,957
958,Forbes,Birds,8567,958,958
959,Ninetta,Godsal,443,959,959
960,Rorie,Monnelly,7603,960,960
961,Ameline,Rizzone,314,961,961
962,Libby,Connaughton,64090,962,962
963,Kleon,Barehead,38,963,963
964,Rock,McPolin,096,964,964
965,Willy,Kinnerk,4910,965,965
966,Caterina,Kemell,203,966,966
967,Amery,Kynastone,1591,967,967
968,Trueman,Toulch,2,968,968
969,Saundra,Baraclough,7139,969,969
970,Nerti,Marlor,29,970,970
971,Veronike,Dobie,5349,971,971
972,Rickie,Heijnen,45,972,972
973,Sharlene,Pelham,92279,973,973
974,Octavius,Cleaton,7828,974,974
975,Holly-anne,Burchett,20,975,975
976,Annora,Dalley,0,976,976
977,Justis,Shawel,09500,977,977
978,Gradey,Welsby,6383,978,978
979,Elspeth,Geillier,02,979,979
980,Gaven,Pozzi,80,980,980
981,Horace,Sahlstrom,4,981,981
982,Gabi,Hedden,2,982,982
983,Layney,Trineman,32,983,983
984,Vally,Pimmocke,3524,984,984
985,Pepita,Yo,67923,985,985
986,Killie,Midford,03342,986,986
987,Leland,Bendixen,8859,987,987
988,Octavia,Yurocjhin,0634,988,988
989,Jeannine,Duinbleton,5705,989,989
990,Christie,Priter,8,990,990
991,Shandee,Eldred,84026,991,991
992,Malena,Signorelli,5787,992,992
993,Kalindi,Fermor,3721,993,993
994,Alleyn,Churn,124,994,994
995,Missy,Shawley,78155,995,995
996,Marty,Danjoie,737,996,996
997,Osbourn,Hellikes,26644,997,997
998,Korey,Senecaux,25,998,998
999,Gordon,Lezemere,1,999,999
1000,Levey,Keford,4593,1000,1000
